file_name,image_id,direction,diagonal_type,angle_deg,elongation_ratio,fragment_agreement,num_annotations,source,note
GAPS384_train_0570_541_1_jpg.rf.ps6c3gHv1HpFt6xeWHjt.jpg,34,Vertical,,87.8,20.648,0.732,2,pca,
Rissbilder_for_Florian_9S6A2787_736_3071_2423_2302_jpg.rf.pnDeRFXSIL1vbTZ8QMHc.jpg,35,Diagonal,\,48.7,2.743,0.766,2,pca,
CRACK500_20160222_081908_641_361_jpg.rf.XXOsFFmTvH3bmVVL3KPU.jpg,36,Horizontal,,2.27,30.587,0.994,3,pca,
CRACK500_20160328_153801_1921_361_jpg.rf.MvB2g0nMMKzes0Ob92J2.jpg,37,Horizontal,,6.85,51.482,0.998,2,pca,
CFD_009_jpg.rf.ps95phd1cFDbTq6eliOT.jpg,38,Horizontal,,176.39,12.595,1.0,2,pca,
Rissbilder_for_Florian_9S6A2789_417_366_2465_2405_jpg.rf.P8huoIgrMj8lCgZfgDfh.jpg,39,Vertical,,106.83,34.46,1.0,1,pca,
GAPS384_train_0917_1_1_jpg.rf.q0PQWWWrIFWxrFv0NqIO.jpg,40,Vertical,,88.68,32.767,1.0,1,pca,
CRACK500_20160316_144241_641_361_jpg.rf.q1ieEC0WJ0n19Vsbl9Dz.jpg,41,Vertical,,91.75,115.312,1.0,1,pca,
CRACK500_20160328_154352_641_1_jpg.rf.Xu9iGBD0RvpKtegC5imT.jpg,42,Diagonal,\,45.16,3.789,1.0,1,pca,
GAPS384_train_0597_1_1_jpg.rf.q93PCComEsTJIUEpHMjN.jpg,43,Vertical,,97.75,93.186,1.0,1,pca,
CRACK500_20160329_094016_641_361_jpg.rf.XzP6KLzSFmd6v93pJe8G.jpg,44,Horizontal,,6.39,7.217,1.0,1,pca,
CRACK500_20160402_150314_1281_721_jpg.rf.q5VCTAksRueBOJRE9DN0.jpg,45,Diagonal,/,145.4,10.557,0.575,2,pca,
CRACK500_20160405_172849_1921_721_jpg.rf.9TZhguKOiVGKpI54SjZ8.jpg,46,Diagonal,\,32.51,11.172,1.0,1,pca,
CRACK500_20160328_153533_641_1081_jpg.rf.P5bXig7KRTCZCtbg0tXg.jpg,47,Horizontal,,3.84,10.869,1.0,1,pca,
CRACK500_20160222_081839_641_721_jpg.rf.zS1Dk1QcATbKtwfrzKnh.jpg,48,Horizontal,,0.97,31.188,1.0,1,pca,
DeepCrack_11258-1_jpg.rf.P8ZjRiooqAmvLFjw6V1Q.jpg,49,Mixed,,131.12,1.291,0.561,4,pca,
CRACK500_20160222_164936_641_361_jpg.rf.88dR8Qi7hPcd8NYEJUp1.jpg,50,Vertical,,96.95,39.443,1.0,1,pca,
DeepCrack_7Q3A9060-13_jpg.rf.9IlAftGL1TwVA9bs6wyp.jpg,51,Horizontal,,6.15,18.205,1.0,1,pca,
CRACK500_20160307_145113_1281_361_jpg.rf.qT7yeEosB8GgQzA5swKt.jpg,52,Diagonal,/,123.1,7.096,0.999,2,pca,
CRACK500_20160328_153657_1921_1081_jpg.rf.Xt7UM4VUex1K5uYuLDFS.jpg,53,Horizontal,,11.57,15.194,1.0,1,pca,
CRACK500_20160222_164141_1_1081_jpg.rf.YfTF6sobydqvNZhhowRP.jpg,54,Diagonal,/,117.86,85.341,1.0,1,pca,
CRACK500_20160222_081031_1921_721_jpg.rf.Y0X62G4NXPxg6wB7PnuW.jpg,55,Horizontal,,4.57,78.089,1.0,1,pca,
CFD_095_jpg.rf.qKTyDzyYJ0rjQQl6a4as.jpg,56,Horizontal,,176.27,86.575,0.958,2,pca,
CRACK500_20160222_114759_1_361_jpg.rf.YbAB5jk8WSZLO2r7sF45.jpg,57,Diagonal,\,60.34,7.121,1.0,1,pca,
CRACK500_IMG_2938_1297_485_jpg.rf.qTCvLScY8GynXcTLgj9Y.jpg,58,Horizontal,,9.35,18.198,1.0,1,pca,
CRACK500_20160222_115224_1281_361_jpg.rf.pvHZzs8eTfUAWNRRFvij.jpg,59,Vertical,,83.59,5.305,0.89,4,pca,
DeepCrack_11170_jpg.rf.YmGutt1R232LKeWHO4RM.jpg,60,Horizontal,,20.73,195.215,1.0,1,pca,
CRACK500_20160329_104120_1921_361_jpg.rf.qBGnL855mfZahqKRa8Mk.jpg,61,Vertical,,103.45,32.288,1.0,1,pca,
CRACK500_20160308_072951_1921_721_jpg.rf.95LrT73oCxe10OoObn7I.jpg,62,Diagonal,/,153.02,8.688,1.0,1,pca,
CRACK500_20160328_154454_1281_361_jpg.rf.qh3XdK8HoPgLcx3Cc53N.jpg,63,Horizontal,,16.32,2.608,0.886,2,pca,
CRACK500_20160302_155914_361_1921_jpg.rf.Z43RfMfxPavOEi6twRJ4.jpg,64,Vertical,,96.03,17.186,1.0,1,pca,
CFD_103_jpg.rf.8NnEdlBZQ3BQsxnOtg2m.jpg,65,Horizontal,,5.37,49.547,1.0,1,pca,
CRACK500_20160222_115714_641_1_jpg.rf.qmIopCt1JWceSCBAPTEc.jpg,66,Vertical,,84.95,317.303,1.0,1,pca,
CRACK500_20160222_082414_1281_721_jpg.rf.qjGQYtSeGzKm8bOphKAV.jpg,67,Diagonal,\,62.2,349.265,1.0,1,pca,
CRACK500_20160222_081102_1921_1_jpg.rf.Z33MGHpV0DEcz2UqNq7V.jpg,68,Diagonal,/,126.81,5.53,0.964,3,pca,
CFD_118_jpg.rf.ZFcPs3StPExF7xcijUbw.jpg,69,Horizontal,,1.42,106.242,1.0,1,pca,
GAPS384_train_0551_1_1_jpg.rf.qkbCPwSAEf1WFR0qqBwk.jpg,70,Vertical,,92.13,43.249,1.0,2,pca,
CRACK500_20160222_081031_1_721_jpg.rf.zgnWlYLTfJI0DEqvk7NH.jpg,71,Diagonal,/,138.45,71.753,1.0,1,pca,
CRACK500_20160222_115224_641_1081_jpg.rf.MCkBRsr6sb1eloGXDIVM.jpg,72,Horizontal,,162.62,46.144,0.983,4,pca,
CRACK500_20160324_170347_641_1_jpg.rf.Yo1dGDYe9GdQh9sb4scq.jpg,73,Vertical,,86.52,320.411,1.0,1,pca,
CRACK500_20160222_164000_641_361_jpg.rf.r5GjUTOODzd5qdjpw5ow.jpg,74,Mixed,,149.48,1.626,0.366,9,pca,
CRACK500_20160222_115847_641_1081_jpg.rf.r73J0jpZpGalVEbGDxIT.jpg,75,Vertical,,94.38,410.523,1.0,1,pca,
CRACK500_20160330_170302_1921_721_jpg.rf.8PVxhnzJrEzXNCawEuND.jpg,76,Horizontal,,18.37,8.596,1.0,1,pca,
CRACK500_20160329_094016_1_361_jpg.rf.rIQHrfIHbPkllZbOy8cQ.jpg,77,Horizontal,,10.74,5.662,1.0,1,pca,
CFD_002_jpg.rf.ZkTrT99tWyHaKiccvPUE.jpg,78,Horizontal,,167.71,5.042,0.98,2,pca,
CRACK500_20160222_081908_1281_361_jpg.rf.qezRHJKt0RgH13rGXGnl.jpg,79,Vertical,,97.98,279.798,1.0,1,pca,
CRACK500_20160222_115738_1281_1081_jpg.rf.ZPMLhh81YCW4tPiX74jG.jpg,80,Vertical,,87.05,12.406,0.985,4,pca,
CRACK500_20160222_080850_1281_721_jpg.rf.PEPJJxBte1gPLoTMIEdP.jpg,81,Diagonal,/,137.28,9.695,1.0,1,pca,
CFD_101_jpg.rf.r7eVlWumti3Uyr9dGZKD.jpg,82,Mixed,,149.68,3.099,0.304,35,pca,
CRACK500_20160222_163940_641_361_jpg.rf.qp31IV73TveFjREx7HFV.jpg,83,Mixed,,13.47,1.456,0.998,2,pca,
CRACK500_20160402_150110_1281_1081_jpg.rf.Zfkov7nVpsWn5NKyAcMe.jpg,84,Vertical,,103.39,70.656,1.0,1,pca,
CRACK500_20160307_164517_641_1_jpg.rf.aFWbtbY6CaqwiVAeeJF0.jpg,85,Vertical,,97.84,357.093,1.0,1,pca,
CRACK500_20160222_165402_1281_1_jpg.rf.8PunJvB8lqudzMjZfNuD.jpg,86,Vertical,,91.5,176.367,0.997,2,pca,
CFD_097_jpg.rf.rLw14IdSnh5Jfua0SXRH.jpg,87,Mixed,,134.91,1.484,0.324,45,pca,
CRACK500_20160316_183217_1281_361_jpg.rf.rLfp85Z12tWFKaO6yGxF.jpg,88,Vertical,,93.52,26.586,1.0,1,pca,
CRACK500_20160222_081031_641_361_jpg.rf.aC2T8NI0jpLpy75p1MGk.jpg,89,Horizontal,,169.65,19.704,1.0,1,pca,
CRACK500_20160222_115324_1281_361_jpg.rf.PGtPEXFWFszmaq3YH1lP.jpg,90,Diagonal,/,119.92,50.089,1.0,1,pca,
GAPS384_train_0997_1_1_jpg.rf.aCSjCKdSZbV8ZYJSIglS.jpg,91,Vertical,,73.13,35.805,1.0,1,pca,
CRACK500_20160330_164743_641_361_jpg.rf.ZKOgNDxfrwUGQQxlhz2N.jpg,92,Diagonal,/,147.59,5.675,1.0,1,pca,
CRACK500_20160222_115837_1281_1_jpg.rf.FWgZopM5qkr6EnoXzse7.jpg,93,Mixed,,19.89,1.197,0.581,7,pca,
CRACK500_20160222_081111_1281_721_jpg.rf.81wg7jE9VJVL0z9jwdBe.jpg,94,Horizontal,,22.26,21.012,1.0,1,pca,
CRACK500_20160222_115843_1281_1_jpg.rf.ZsDzInvG4wRwf7zRG50y.jpg,95,Vertical,,80.84,4.982,0.68,2,pca,
CRACK500_20160329_104201_1281_721_jpg.rf.FW6BggWvMbwsqnt3gv64.jpg,96,Horizontal,,175.86,13.73,1.0,1,pca,
CRACK500_20160328_151429_641_721_jpg.rf.EYGrvYAG7xgEDwgZKvC2.jpg,97,Vertical,,104.65,5.506,0.525,2,pca,
CRACK500_20160222_165625_641_361_jpg.rf.V7szT1YGQaXPDSt8UQSx.jpg,98,Horizontal,,175.75,29.762,1.0,1,pca,
CRACK500_20160316_144230_1281_721_jpg.rf.WA3nEn7JNGnRPBJwWgBd.jpg,99,Vertical,,95.7,46.71,1.0,1,pca,
CRACK500_20160222_163930_1281_721_jpg.rf.VjHxO8vjURlO74vNTm3K.jpg,100,Horizontal,,11.72,72.36,0.985,2,pca,
CRACK500_IMG_2937_649_485_jpg.rf.EP5LGRh3CSh1r8HQEYkS.jpg,101,Horizontal,,5.98,49.588,0.993,2,pca,
CRACK500_20160222_165218_1281_721_jpg.rf.VjgGiQqupKtzLem2Hogd.jpg,102,Horizontal,,14.67,3.121,0.564,2,pca,
CRACK500_20160222_081908_641_721_jpg.rf.PEmNQe0r5K19mInt1Zop.jpg,103,Horizontal,,18.66,4.603,0.661,6,pca,
CRACK500_20160306_103830_641_1081_jpg.rf.VEiNwWVRaFBqVgKaBsgC.jpg,104,Vertical,,88.98,99.455,1.0,1,pca,
CRACK500_20160222_163930_1_721_jpg.rf.FyMzG3m8Znkh3Hsbtb26.jpg,105,Vertical,,104.57,1.982,0.979,2,pca,
CFD_056_jpg.rf.FvHt73StEhDaiYX2zxFB.jpg,106,Horizontal,,10.52,5.823,0.567,2,pca,
CRACK500_20160222_115305_641_1_jpg.rf.Vss0PDL0ei3G1BQuRQU1.jpg,107,Vertical,,69.48,40.304,1.0,1,pca,
CRACK500_20160222_164141_1921_721_jpg.rf.Vu2JhGxDU99XCWVK4R3p.jpg,108,Mixed,,31.26,1.776,0.203,8,pca,
CRACK500_20160222_163940_1_721_jpg.rf.GcVJgyNNKKO0kB7XRah6.jpg,109,Mixed,,45.59,1.274,0.994,4,pca,
CRACK500_20160222_114759_1_1081_jpg.rf.aGtNaRx0UCjnYeFIay4A.jpg,110,Mixed,,7.43,2.976,0.123,7,pca,
CRACK500_20160316_143527_1281_1081_jpg.rf.GOpmrDmxo9fImNl0zm8F.jpg,111,Diagonal,\,63.64,1.953,0.684,4,pca,
GAPS384_train_0547_541_641_jpg.rf.GT9nz4WikRXhxhnNjgM5.jpg,112,Vertical,,88.64,90.01,1.0,1,pca,
CRACK500_20160302_155914_361_1281_jpg.rf.8mHYDo1aOMLvvox3pZKm.jpg,113,Vertical,,98.34,8.546,1.0,1,pca,
CFD_081_jpg.rf.8w6yRiudwE7xtOEMoMzP.jpg,114,Mixed,,113.2,1.759,0.134,10,pca,
CRACK500_20160328_150932_1_361_jpg.rf.FPBYhjPigT2cS43vcH0R.jpg,115,Diagonal,\,36.75,8.191,1.0,1,pca,
CRACK500_20160328_151429_641_1_jpg.rf.V76y1ayM4ZOxTj8zphgi.jpg,116,Vertical,,102.14,6.44,1.0,1,pca,
CRACK500_20160328_154159_1921_361_jpg.rf.8ngd8Bd5YSOPU7DsRFQ8.jpg,117,Horizontal,,12.64,9.423,1.0,1,pca,
CRACK500_20160308_073245_1_361_jpg.rf.GYxGI1U57NLRcwgLVI3n.jpg,118,Horizontal,,173.92,26.648,1.0,1,pca,
CFD_023_jpg.rf.Gyq49iD7tm8BMZAIk5Qr.jpg,119,Horizontal,,19.56,10.205,1.0,1,pca,
CRACK500_20160328_151402_1921_721_jpg.rf.WKhoBgvE0DNzRtek9LsC.jpg,120,Diagonal,\,44.05,2.215,0.998,2,pca,
GAPS384_train_0421_1_1_jpg.rf.Gnco9vmyt00AZ7SUqiEF.jpg,121,Vertical,,93.01,50.335,1.0,1,pca,
CRACK500_20160222_165256_1281_361_jpg.rf.WQnRuxxvbfLnDE6h8dLJ.jpg,122,Vertical,,82.96,297.972,1.0,1,pca,
CFD_059_jpg.rf.EOACstHMyQkHTfuzysCz.jpg,123,Horizontal,,5.26,6.531,0.776,3,pca,
GAPS384_train_0604_541_1_jpg.rf.WTeGlYm0SJ4dNmVB6z5M.jpg,124,Diagonal,\,29.31,8.137,1.0,2,pca,
CRACK500_20160328_151657_1281_1_jpg.rf.PMKOpUy0V59SedN2YoeI.jpg,125,Vertical,,90.5,151.308,0.999,2,pca,
Eugen_Muller_7723_382_146_299_267_jpg.rf.PNjlSNPnJN2rqmMhvz5G.jpg,126,Diagonal,/,124.35,40.718,1.0,1,pca,
CRACK500_20160328_151429_1281_1_jpg.rf.WlHVeEJdBIPaxutQdPnC.jpg,127,Diagonal,\,42.55,2.349,1.0,1,pca,
CRACK500_20160329_104111_1281_721_jpg.rf.8s897VMPM4XFmm9dpdXd.jpg,128,Diagonal,/,135.71,9.323,1.0,1,pca,
GAPS384_train_0622_541_641_jpg.rf.WDp7Qf0gLoAKNcZ8TWsf.jpg,129,Vertical,,92.62,3.195,0.708,2,pca,
CRACK500_20160328_153654_1281_1_jpg.rf.GrokXfNjx7ZfcoHZIXbU.jpg,130,Diagonal,/,113.85,108.683,1.0,1,pca,
CRACK500_20160222_082414_1_361_jpg.rf.X5ag3l8IoScfA9jHEHyR.jpg,131,Diagonal,\,39.24,4.054,1.0,1,pca,
CRACK500_20160222_163930_1_1_jpg.rf.V2dh80KPBRPUdJWZvztd.jpg,132,Mixed,,62.49,2.601,0.47,6,pca,
CRACK500_20160328_154011_1281_361_jpg.rf.H7yq0CYRWaPuRR8VjCfE.jpg,133,Diagonal,\,25.96,7.994,1.0,1,pca,
CFD_014_jpg.rf.WJLDPNykNMWXTzN28OH5.jpg,134,Horizontal,,176.89,335.975,0.995,2,pca,
CRACK500_20160329_104133_641_721_jpg.rf.FvlBr1G4GfRzU7jn19AK.jpg,135,Diagonal,/,141.9,5.614,1.0,1,pca,
CFD_011_jpg.rf.WCp0CyIvQo0ljIGaCSvI.jpg,136,Horizontal,,171.7,28.415,0.945,2,pca,
CRACK500_20160307_144842_1281_1_jpg.rf.H6ULWUw9VopkRMBB7v2S.jpg,137,Vertical,,82.81,2.981,1.0,1,pca,
CRACK500_20160329_103807_1_361_jpg.rf.WUwmJ0aDdvsgR252PfkT.jpg,138,Vertical,,83.18,5.577,0.698,2,pca,
DeepCrack_11123-1_jpg.rf.TEjl1UlYhLyeuHGxqrGH.jpg,139,Horizontal,,160.56,2.812,1.0,1,pca,
CFD_035_jpg.rf.X9EtsaHR0FjOLDdG5n2X.jpg,140,Horizontal,,13.33,2.237,0.516,11,pca,
Eugen_Muller_4470_187_362_517_460_jpg.rf.H90wDEt7oElOjanlYiSI.jpg,141,Horizontal,,10.68,88.542,1.0,1,pca,
CRACK500_20160330_170848_641_361_jpg.rf.GrGr13QDx9UAVuRONIFI.jpg,142,Vertical,,93.61,5.798,0.851,4,pca,
CRACK500_20160328_154429_1921_721_jpg.rf.X7quadbQaEkBpf98Lvof.jpg,143,Diagonal,\,41.53,6.643,1.0,1,pca,
CRACK500_20160222_080933_361_1921_jpg.rf.TGAYSljaIkOGrEQmjNNN.jpg,144,Vertical,,84.53,28.519,1.0,1,pca,
CRACK500_20160330_160957_1281_1081_jpg.rf.XKZAxOxro8Pc4On8vAaD.jpg,145,Horizontal,,13.66,3.942,0.997,2,pca,
CFD_068_jpg.rf.8wsU1OFwsItmwh4hBvYD.jpg,146,Mixed,,11.82,2.23,0.183,13,pca,
cracktree200_6722_jpg.rf.FTNTya0PzsTBKmjB2VMh.jpg,147,Diagonal,/,113.88,2.196,1.0,1,pca,
CRACK500_20160222_115224_641_361_jpg.rf.1p3RsKlxEh6UiA6Mcqav.jpg,148,Vertical,,94.12,127.16,1.0,1,pca,
CRACK500_20160326_162538_1281_361_jpg.rf.TWLUPGXuy6bQm3Ft9ta0.jpg,149,Horizontal,,169.52,11.286,1.0,1,pca,
CRACK500_20160222_164141_1921_1_jpg.rf.1t3VUMHsuYj5j9iWvnxE.jpg,150,Mixed,,62.32,1.728,0.198,15,pca,
CRACK500_20160328_153657_1281_361_jpg.rf.TjJ0EZCjhGlDhhUUuP9E.jpg,151,Vertical,,96.25,174.359,1.0,1,pca,
CRACK500_20160222_081908_1281_1_jpg.rf.2VLvLvNqRFzRERSuESJ8.jpg,152,Vertical,,92.76,732.282,0.999,4,pca,
GAPS384_train_1125_541_1_jpg.rf.TRcCRTxVSRyklQzTG71r.jpg,153,Mixed,,37.66,2.91,0.416,2,pca,
CRACK500_20160307_144115_641_721_jpg.rf.2N8gktnFvM2fd9D8qpIq.jpg,154,Vertical,,99.94,48.016,1.0,1,pca,
CRACK500_20160316_143445_1_1081_jpg.rf.PzCL1nbsTFjOLgpZoXHM.jpg,155,Vertical,,101.3,55.589,1.0,1,pca,
CFD_092_jpg.rf.PdnmRCLdl1IA4zSxd7uj.jpg,156,Diagonal,\,39.67,15.181,0.921,2,pca,
Rissbilder_for_Florian_9S6A2784_761_2294_2988_2496_jpg.rf.1xHUTWrLRsWA0vZSLhAi.jpg,157,Vertical,,106.05,2.093,0.978,2,pca,
CFD_028_jpg.rf.2rGYXWPjLapT92lYUYy9.jpg,158,Horizontal,,2.86,89.401,1.0,1,pca,
CRACK500_20160308_155720_641_361_jpg.rf.TbNoQ0BLhRPirCdnAkaH.jpg,159,Vertical,,85.05,28.691,1.0,1,pca,
CRACK500_20160402_150938_641_721_jpg.rf.U4r3xHZD41HfYeD2tkuQ.jpg,160,Horizontal,,21.85,20.647,1.0,1,pca,
CRACK500_20160222_165909_1281_721_jpg.rf.XPJyupqulSLAtuJYL8IH.jpg,161,Diagonal,\,65.76,52.863,1.0,1,pca,
Rissbilder_for_Florian_9S6A2784_669_1493_2208_2153_jpg.rf.PKIzwaEwKW4IffCFjMiP.jpg,162,Vertical,,82.53,2.027,0.636,2,pca,
CRACK500_20160222_165012_641_721_jpg.rf.Q0R9Uuw0t6aXlNjamP07.jpg,163,Vertical,,99.77,88.104,1.0,2,pca,
CFD_065_jpg.rf.2yznS6YshPLnQXUq6HRi.jpg,164,Mixed,,43.95,1.686,0.251,2,pca,
CRACK500_20160222_115305_641_361_jpg.rf.Trc7qEUEyJu9e6zdMya7.jpg,165,Vertical,,90.77,768.936,1.0,1,pca,
CRACK500_20160222_081011_641_721_jpg.rf.2dANpsFbSSe7MJrFbFJa.jpg,166,Horizontal,,9.1,41.894,0.979,2,pca,
DeepCrack_11296-8_jpg.rf.U0C8FIGhcrozjRrli2ma.jpg,167,Mixed,,136.09,1.738,0.598,2,pca,
DeepCrack_11151-1_jpg.rf.2tZdic29Wus7zum5ptag.jpg,168,Diagonal,\,54.93,237.483,1.0,1,pca,
CRACK500_20160222_115305_641_721_jpg.rf.TxJ2Yb5k3aFScirrZDFD.jpg,169,Vertical,,102.82,11.772,0.879,2,pca,
CRACK500_20160222_164000_1281_721_jpg.rf.2tQjKiePbpMN1rpuSxvM.jpg,170,Mixed,,130.38,1.451,0.95,2,pca,
CFD_005_jpg.rf.TfutqXCflYnJlCpV34Dx.jpg,171,Horizontal,,0.47,349.686,1.0,1,pca,
CRACK500_20160222_164936_641_721_jpg.rf.3FJy8f63LRIX5YPUoAwM.jpg,172,Vertical,,82.32,128.375,1.0,1,pca,
CRACK500_20160222_165037_1281_721_jpg.rf.TWyXvVFnxaBSzQGsJLh8.jpg,173,Horizontal,,14.09,62.859,1.0,1,pca,
CRACK500_20160222_081113_641_361_jpg.rf.39M1Mo6LEp316En5r1ik.jpg,174,Horizontal,,176.1,3.66,0.61,4,pca,
DeepCrack_11155-1_jpg.rf.hLWuoejVXD20Sc5Gr4gT.jpg,175,Horizontal,,14.39,62.21,1.0,1,pca,
CRACK500_20160222_115233_641_361_jpg.rf.1rB8HlI9F3sGonCjHvT6.jpg,176,Horizontal,,173.62,20.702,0.999,2,pca,
CRACK500_20160222_164920_641_721_jpg.rf.V0yoQYbeo8cROfBPcNnq.jpg,177,Vertical,,86.74,59.276,1.0,1,pca,
CRACK500_20160330_165325_1281_361_jpg.rf.3KqvSo7hvEn0056wFj7O.jpg,178,Diagonal,/,130.07,16.036,0.588,2,pca,
CRACK500_20160328_152328_1281_361_jpg.rf.UK6TZJMO9GPUK1ArA44Z.jpg,179,Horizontal,,0.02,5.532,1.0,1,pca,
CRACK500_20160328_150933_1281_721_jpg.rf.3DVoAC2TZnWxOzAlCcBl.jpg,180,Horizontal,,21.57,21.268,1.0,1,pca,
CRACK500_20160222_115224_1281_1081_jpg.rf.hDHL682ITQG0WoExUCCR.jpg,181,Diagonal,\,59.4,206.384,1.0,1,pca,
CRACK500_20160222_164822_1281_1_jpg.rf.2ZOiq8gWOD79wo7kRXMn.jpg,182,Vertical,,94.18,18.722,1.0,1,pca,
CRACK500_20160222_165715_1921_721_jpg.rf.UCLqKyYJ2CrLiXWZoNvj.jpg,183,Diagonal,\,26.16,4.726,0.966,2,pca,
CRACK500_20160222_165037_1_721_jpg.rf.3DN47tAebAYSmC50YgDN.jpg,184,Mixed,,102.38,10.562,0.201,4,pca,
CRACK500_20160222_081113_1_1_jpg.rf.UbmrT6A7F9itfEJ6Balu.jpg,185,Vertical,,91.66,1.901,0.997,3,pca,
DeepCrack_11248-3_jpg.rf.f9g84B4ZkcDM0uXzRYBC.jpg,186,Vertical,,95.75,546.885,1.0,1,pca,
CRACK500_20160222_165225_1281_721_jpg.rf.TlH5RGn2vM89oNrnpYqP.jpg,187,Diagonal,\,36.59,14.249,1.0,1,pca,
